97,12,2021-07-17,2022-05-07
434,92,2021-11-10,2023-05-17
203,50,2021-04-24,2023-04-30
426,23,2021-12-11,2022-03-04
291,31,2021-04-25,2022-07-08
224,41,2021-03-07,2022-03-02
490,2,2021-06-01,NULL
498,18,2021-04-08,2022-11-14
84,17,2021-12-26,2022-12-19
95,55,2021-11-28,2023-09-22
384,89,2021-05-24,2023-06-02
490,79,2021-10-06,2023-02-18
40,90,2021-03-17,NULL
323,98,2021-03-03,NULL
405,73,2021-05-09,2022-01-26
205,54,2021-12-28,2022-04-26
208,41,2021-02-11,NULL
54,59,2021-08-03,2023-06-26
31,27,2021-01-26,2022-07-31
352,67,2021-11-24,2022-05-25
174,55,2021-11-25,2023-06-09
238,48,2021-03-17,2022-12-03
124,43,2021-08-17,NULL
354,24,2021-05-12,2022-02-23
214,95,2021-10-11,2022-06-28
445,87,2021-04-11,2022-07-17
364,83,2021-09-17,2023-09-23
453,7,2021-05-21,2022-12-05
346,59,2021-04-07,NULL
308,7,2021-10-06,2022-06-12
209,83,2021-07-16,2022-07-06
82,38,2021-03-27,2023-09-29
49,21,2021-03-16,2023-04-09
79,71,2021-09-07,2022-11-29
317,90,2021-11-02,NULL
115,54,2021-08-21,2023-07-14
415,61,2021-11-03,2022-11-10
50,15,2021-12-18,2022-11-04
445,75,2021-08-20,NULL
369,35,2021-10-30,2023-01-25
432,4,2021-03-19,2023-09-08
480,3,2021-09-13,2023-10-04
211,60,2021-09-23,2023-02-26
135,58,2021-09-09,2023-05-21
251,25,2021-12-12,2023-03-23
265,19,2021-11-15,2022-09-29
310,91,2021-04-23,NULL
248,34,2021-10-16,2022-09-29
382,7,2021-03-21,2023-08-21
394,10,2021-11-22,2022-07-03
374,66,2021-09-20,NULL
371,99,2021-04-18,NULL
239,80,2021-11-20,2022-06-21
125,69,2021-09-11,NULL
485,31,2021-01-10,2023-06-07
355,13,2021-01-19,2023-08-21
239,14,2021-05-10,2022-05-31
478,98,2021-04-15,2023-01-28
31,45,2021-07-06,2022-10-28
337,84,2021-09-10,2022-04-01
220,47,2021-08-30,2022-11-23
270,83,2021-10-15,NULL
274,60,2021-01-22,NULL
201,56,2021-01-09,2022-07-06
149,66,2021-08-27,2022-10-15
385,55,2021-04-13,2022-11-18
267,33,2021-03-31,2022-10-21
149,89,2021-08-06,2023-08-09
228,43,2021-07-29,2023-02-05
215,98,2021-10-30,NULL
497,69,2021-09-14,NULL
496,95,2021-02-10,2022-04-17
150,70,2021-06-28,2023-08-18
154,89,2021-09-04,NULL
110,33,2021-12-04,NULL
32,20,2021-09-08,2022-01-06
13,5,2021-02-24,2023-08-02
311,82,2021-12-28,NULL
39,17,2021-01-11,2023-10-09
4,54,2021-09-13,2023-08-12
20,44,2021-04-01,2022-02-22
21,8,2021-06-15,NULL
75,6,2021-01-31,2023-06-03
492,37,2021-03-05,2022-08-30
310,88,2021-03-21,NULL
276,76,2021-04-28,2022-08-03
262,48,2021-02-01,2022-11-08
175,28,2021-12-29,2023-03-06
159,89,2021-11-19,2022-11-14
46,48,2021-06-06,2022-08-15
331,58,2021-08-08,2022-05-07
201,88,2021-10-04,NULL
139,57,2021-11-14,2022-10-25
97,40,2021-03-02,NULL
417,28,2021-03-02,2022-11-25
225,21,2021-11-27,2023-09-30
44,59,2021-12-22,2022-07-19
179,81,2021-07-06,2023-02-20
196,74,2021-01-18,2023-01-09
111,49,2021-03-08,2022-02-01
269,12,2021-10-12,NULL
251,66,2021-03-01,2023-04-04
289,75,2021-09-09,2022-11-21
15,50,2021-10-09,2022-02-28
63,27,2021-01-22,2022-03-14
358,18,2021-02-05,NULL
285,48,2021-12-07,2022-02-16
49,47,2021-05-08,2023-05-10
197,75,2021-01-19,NULL
420,82,2021-04-17,2023-06-30
338,70,2021-01-21,NULL
224,97,2021-09-19,2023-03-23
172,58,2021-02-26,2023-05-20
432,94,2021-01-30,NULL
482,13,2021-10-04,2022-10-29
335,81,2021-02-05,2023-09-19
426,47,2021-03-30,2022-10-23
206,56,2021-03-10,2022-07-08
371,91,2021-12-21,NULL
28,28,2021-06-16,NULL
186,72,2021-05-13,2022-11-18
407,10,2021-09-24,2022-03-01
14,66,2021-11-23,2023-01-01
288,53,2021-07-31,2022-03-15
222,43,2021-10-04,2022-03-01
106,58,2021-11-26,2022-04-28
444,28,2021-11-20,2022-03-04
162,63,2021-05-02,NULL
70,23,2021-09-03,2022-09-03
34,33,2021-12-28,2023-03-13
26,48,2021-06-09,2022-05-19
38,6,2021-07-02,NULL
219,48,2021-11-07,2023-01-08
444,51,2021-03-30,2023-04-29
371,11,2021-06-30,2022-06-24
424,24,2021-06-08,NULL
382,4,2021-01-18,2022-09-26
195,45,2021-07-27,NULL
141,13,2021-11-25,2022-08-13
185,14,2021-02-11,2023-06-10
451,14,2021-12-24,2022-08-29
458,55,2021-02-12,2023-08-23
129,22,2021-04-01,2022-09-12
436,24,2021-08-23,2022-11-27
256,67,2021-12-13,NULL
320,40,2021-02-25,2022-06-28
151,78,2021-12-16,2023-04-12
427,25,2021-12-11,2022-05-31
187,50,2021-08-26,2023-06-29
484,21,2021-09-14,NULL
386,35,2021-06-28,2023-10-13
308,4,2021-02-08,NULL
108,74,2021-11-27,2022-03-03
471,23,2021-11-16,2022-08-16
179,37,2021-09-14,2023-10-06
400,25,2021-02-20,2022-01-08
294,15,2021-04-28,NULL
176,87,2021-11-19,2022-01-12
23,32,2021-02-03,2023-08-17
250,7,2021-02-17,2023-02-14
339,93,2021-01-23,2023-09-05
249,26,2021-12-24,NULL
272,92,2021-10-18,2022-04-09
285,68,2021-04-21,2023-08-07
229,92,2021-01-04,2023-06-04
483,10,2021-04-02,NULL
162,3,2021-04-30,2022-11-28
400,39,2021-11-30,2022-12-11
481,31,2021-01-19,2023-03-10
381,40,2021-03-25,2022-08-25
405,47,2021-07-28,2022-06-23
82,52,2021-05-20,2023-03-12
63,94,2021-02-02,2022-08-13
76,53,2021-12-05,2023-06-11
137,34,2021-03-14,NULL
345,84,2021-08-22,NULL
422,9,2021-04-10,2022-05-05
162,92,2021-06-19,2022-07-21
69,20,2021-08-22,2022-04-03
41,74,2021-04-19,2023-02-07
244,72,2021-12-10,2022-07-25
290,34,2021-06-02,NULL
369,67,2021-08-16,NULL
407,46,2021-04-04,NULL
282,19,2021-05-26,2022-05-06
138,56,2021-03-02,NULL
119,36,2021-03-13,2023-03-11
191,6,2021-05-10,2023-07-04
383,41,2021-03-29,2022-04-19
451,91,2021-01-18,2023-10-07
162,93,2021-09-11,2023-07-17
276,21,2021-08-19,2023-01-06
448,14,2021-06-04,2023-07-09
43,8,2021-10-25,2023-01-08
429,43,2021-06-03,2023-04-15
181,83,2021-01-10,2022-05-22
241,72,2021-11-04,2022-08-16
180,60,2021-08-21,2023-04-30
41,60,2021-11-21,2022-07-15
94,93,2021-05-19,2022-09-27
290,19,2021-02-20,NULL
293,44,2021-12-12,2022-06-17
135,62,2021-05-15,2023-03-28
186,53,2021-12-21,2023-08-01
268,90,2021-03-28,2023-01-11
415,46,2021-06-20,2023-09-29
201,93,2021-08-25,2022-04-11
189,75,2021-03-01,2022-11-24
402,37,2021-12-01,2023-07-29
171,35,2021-02-04,2022-11-07
78,19,2021-04-24,2022-04-10
21,94,2021-07-22,2022-09-22
499,49,2021-04-18,NULL
476,49,2021-10-28,2023-02-12
488,15,2021-04-19,NULL
158,33,2021-11-21,2023-05-02
213,70,2021-03-05,2022-12-19
95,45,2021-12-03,2023-05-19
165,96,2021-11-01,2022-05-14
184,69,2021-11-05,NULL
65,20,2021-05-18,NULL
102,42,2021-02-20,2023-09-26
444,26,2021-12-20,2022-07-25
498,85,2021-06-10,2023-03-09
223,94,2021-12-10,2022-09-21
418,60,2021-06-18,2022-05-23
179,29,2021-02-08,2022-05-11
63,44,2021-03-29,NULL
164,98,2021-12-27,2023-06-26
473,98,2021-03-21,2022-05-11
30,94,2021-09-18,2023-01-15
284,14,2021-09-18,2022-11-12
10,70,2021-02-07,2022-03-23
121,34,2021-08-13,2023-05-27
226,13,2021-06-21,NULL
20,79,2021-10-31,2022-03-08
495,50,2021-01-09,2023-07-13
264,52,2021-06-11,2022-03-17
267,13,2021-10-13,NULL
147,100,2021-10-04,2022-12-14
54,72,2021-02-23,2022-06-05
385,36,2021-11-30,2023-07-16
148,47,2021-12-27,2023-04-11
106,88,2021-04-13,2023-04-28
17,32,2021-04-20,2022-08-08
65,69,2021-05-07,2022-11-02
323,19,2021-11-12,2022-11-21
170,19,2021-09-08,2022-02-22
213,86,2021-02-23,2023-08-30
467,96,2021-05-02,2022-08-31
335,75,2021-12-24,NULL
440,74,2021-03-15,2022-02-08
161,11,2021-10-10,2022-11-22
297,71,2021-02-04,NULL
36,93,2021-10-24,2023-07-04
313,26,2021-03-26,2022-12-23
257,42,2021-08-11,2023-08-04
362,1,2021-01-10,2023-06-09
193,1,2021-07-30,2023-01-04
390,83,2021-05-26,NULL
284,35,2021-02-13,2022-08-07
183,1,2021-03-03,NULL
86,84,2021-01-20,2022-04-14
160,56,2021-10-20,2022-03-26
112,36,2021-08-06,2022-09-20
251,93,2021-05-30,2022-11-28
258,13,2021-03-29,2023-01-14
331,7,2021-07-24,2022-04-24
283,7,2021-09-02,2022-08-21
365,75,2021-01-25,2023-06-27
152,96,2021-05-29,NULL
170,53,2021-02-13,2023-04-05
195,36,2021-03-10,2022-07-15
332,11,2021-01-04,2022-08-29
1,34,2021-08-25,2022-08-27
137,48,2021-09-29,2023-07-13
434,61,2021-10-04,2023-04-02
71,31,2021-07-05,2022-06-08
303,63,2021-04-09,2022-06-18
95,1,2021-11-06,2023-03-12
441,40,2021-02-18,2022-07-24
104,59,2021-07-27,2023-09-03
251,39,2021-04-16,NULL
449,96,2021-09-27,2023-01-19
332,26,2021-12-08,2022-04-22
213,42,2021-03-23,2023-09-25
263,69,2021-07-10,2023-06-10
296,89,2021-11-01,2023-07-02
447,79,2021-06-25,2022-04-08
155,52,2021-07-07,NULL
127,30,2021-02-18,NULL
159,93,2021-05-22,2023-05-20
488,16,2021-11-05,2023-03-25
31,100,2021-03-21,2022-01-30
300,49,2021-08-31,2023-02-11
287,73,2021-08-01,2023-03-18
100,57,2021-04-14,2023-10-15
137,94,2021-01-14,2022-09-10
452,27,2021-12-06,2022-08-13
116,50,2021-06-28,NULL
341,70,2021-05-01,2022-03-09
474,40,2021-01-15,2023-09-16
217,88,2021-03-24,NULL
25,40,2021-10-02,2023-08-04
305,14,2021-10-17,2023-10-25
415,75,2021-01-26,2023-02-21
120,24,2021-06-20,2023-10-08
414,13,2021-02-14,2022-10-09
410,58,2021-11-02,2022-09-19
47,97,2021-11-08,NULL
55,28,2021-06-11,NULL
464,60,2021-08-02,2022-09-03
154,11,2021-07-31,2022-08-17
95,94,2021-11-29,2023-10-09
280,95,2021-01-21,NULL
118,4,2021-05-30,2022-04-06
272,24,2021-10-27,2022-12-24
32,34,2021-11-13,2022-07-24
356,20,2021-10-16,NULL
493,84,2021-08-06,2022-10-27
6,76,2021-03-19,2022-06-03
24,52,2021-05-18,NULL
169,33,2021-12-03,NULL
476,9,2021-02-13,2022-10-01
56,22,2021-11-02,2023-10-23
182,66,2021-12-10,2022-01-15
380,41,2021-11-07,NULL
482,41,2021-04-20,2022-02-13
475,52,2021-06-04,2022-02-19
220,59,2021-01-14,2023-07-15
386,88,2021-05-07,2023-04-29
43,61,2021-06-21,NULL
261,64,2021-08-31,NULL
215,91,2021-04-20,2022-02-22
338,71,2021-01-07,2022-10-12
216,32,2021-07-01,NULL
278,79,2021-02-28,2022-11-17
336,43,2021-11-13,2023-05-09
257,23,2021-04-25,2023-03-18
256,15,2021-04-15,NULL
350,27,2021-12-01,2023-05-05
271,52,2021-05-20,NULL
489,11,2021-01-28,2022-02-16
215,84,2021-12-23,NULL
250,58,2021-06-28,2023-05-07
61,97,2021-09-23,2022-09-25
408,70,2021-08-20,2022-12-06
319,86,2021-11-11,NULL
30,78,2021-03-09,2023-01-27
441,63,2021-01-09,NULL
272,23,2021-02-15,2023-01-10
201,75,2021-12-23,2023-01-03
232,5,2021-08-19,2023-10-17
38,61,2021-09-20,2022-08-20
390,64,2021-06-18,NULL
189,86,2021-10-19,2022-06-28
303,92,2021-01-05,2023-05-29
378,54,2021-01-05,2023-03-13
184,51,2021-12-18,NULL
166,84,2021-12-28,2022-05-02
391,39,2021-07-08,NULL
336,3,2021-01-17,2022-12-13
490,27,2021-08-03,2023-09-10
491,49,2021-02-18,2023-05-28
268,45,2021-10-11,2022-06-07
113,67,2021-02-20,2023-02-04
225,8,2021-03-23,2022-02-25
97,47,2021-03-20,2022-11-29
360,25,2021-05-24,2022-08-29
495,10,2021-09-27,2022-11-05
459,81,2021-12-15,2022-12-18
156,49,2021-03-15,2022-12-15
478,15,2021-04-22,NULL
208,69,2021-03-26,2023-01-17
38,76,2021-03-25,2023-06-18
2,51,2021-04-16,NULL
116,51,2021-11-20,2022-06-17
238,71,2021-11-20,2023-02-14
27,97,2021-06-30,2022-10-27
8,37,2021-05-06,2023-06-22
435,89,2021-05-04,2023-08-21
4,1,2021-07-31,NULL
160,19,2021-01-04,2022-02-09
426,14,2021-10-27,2022-08-25
339,90,2021-10-19,2022-02-14
165,65,2021-05-09,NULL
456,43,2021-05-02,2023-03-08
464,31,2021-05-02,2022-07-20
482,95,2021-10-30,2023-05-12
193,73,2021-11-22,2023-09-14
489,74,2021-07-12,NULL
184,49,2021-02-27,2022-04-19
322,66,2021-01-21,NULL
102,64,2021-01-13,2022-09-29
21,85,2021-09-23,2022-11-29
343,39,2021-08-13,2022-01-04
284,80,2021-06-08,NULL
190,71,2021-12-12,2022-03-31
259,66,2021-09-18,2022-11-27
275,23,2021-05-21,2022-11-07
116,43,2021-09-11,2023-07-01
331,16,2021-01-18,2022-03-19
425,36,2021-05-01,2022-12-14
387,93,2021-08-27,2022-10-29
269,44,2021-11-26,2022-03-07
95,36,2021-06-04,2023-08-04
407,32,2021-12-04,2023-05-02
59,83,2021-08-05,2022-12-20
268,15,2021-09-09,2022-05-30
361,11,2021-05-10,2023-09-07
493,19,2021-01-26,2023-06-15
176,71,2021-10-03,2023-06-29
188,4,2021-08-27,2022-02-10
193,31,2021-09-04,2022-09-30
134,1,2021-07-12,NULL
47,92,2021-06-23,2022-06-13
76,19,2021-06-06,2022-11-24
318,3,2021-06-18,2023-04-20
51,3,2021-05-06,2022-10-06
385,83,2021-07-23,2023-07-15
80,8,2021-07-03,NULL
22,80,2021-10-19,2022-07-23
461,23,2021-03-18,2022-12-02
98,74,2021-11-23,2022-03-09
257,53,2021-01-04,NULL
343,29,2021-07-11,2023-09-16
280,68,2021-05-05,NULL
190,52,2021-12-24,2023-05-16
76,56,2021-12-13,2022-02-23
68,21,2021-07-01,2022-05-14
313,84,2021-01-24,2022-09-02
115,79,2021-07-19,2022-12-22
338,52,2021-01-06,NULL
231,98,2021-08-07,2022-10-09
169,51,2021-05-15,2023-05-04
115,93,2021-03-19,2022-07-14
376,90,2021-03-29,2023-04-17
360,92,2021-07-24,NULL
203,73,2021-12-24,2023-01-15
215,12,2021-08-07,2022-07-11
189,14,2021-06-19,2023-01-15
197,70,2021-10-15,2022-07-01
367,75,2021-03-20,2023-05-17
143,50,2021-12-10,NULL
314,77,2021-09-23,2022-09-14
235,39,2021-01-26,2022-07-01
343,42,2021-03-07,2022-08-10
438,56,2021-05-29,2022-02-21
32,27,2021-01-14,2022-01-25
65,45,2021-02-03,2022-05-09
270,94,2021-10-22,2022-05-01
434,87,2021-06-27,2022-12-10
325,62,2021-11-30,2022-10-01
410,10,2021-12-03,NULL
311,29,2021-07-16,NULL
50,99,2021-10-04,2023-04-02
34,30,2021-11-30,2022-09-15
436,24,2021-06-05,2023-03-18
385,53,2021-02-19,2022-12-08
282,47,2021-02-05,2022-02-16
93,51,2021-07-18,2022-07-21
322,46,2021-06-11,2022-09-15
42,58,2021-10-05,2022-12-24
427,35,2021-07-11,2022-02-05
476,83,2021-07-03,2023-10-12
248,21,2021-07-20,2022-05-30
51,25,2021-04-19,2022-10-25
176,4,2021-03-09,2022-06-26
454,40,2021-03-13,2023-07-14
35,77,2021-12-08,NULL
95,52,2021-05-05,NULL
268,26,2021-11-05,NULL
140,63,2021-02-16,2023-01-07
110,39,2021-11-07,2022-12-13
27,61,2021-04-25,2023-05-11
370,94,2021-11-17,2023-01-01
485,61,2021-12-15,2023-10-02
395,17,2021-06-30,2023-10-11
373,68,2021-02-28,2022-05-15
170,46,2021-01-19,NULL
440,95,2021-10-10,2022-01-10
171,83,2021-04-13,2022-07-21
83,34,2021-09-25,NULL
228,24,2021-07-02,2023-03-04
97,23,2021-12-20,2022-08-27
424,10,2021-04-22,2022-11-22
489,68,2021-10-22,2022-07-03
143,77,2021-05-31,2022-10-05
415,1,2021-07-06,2023-10-09
33,21,2021-09-27,NULL
163,44,2021-07-25,2022-03-10
267,29,2021-02-18,2022-03-23
431,83,2021-10-02,2022-11-05
199,81,2021-03-04,2022-06-20
247,93,2021-08-08,2022-04-07
405,91,2021-12-13,2022-01-31
311,72,2021-09-09,2023-10-14
171,33,2021-01-31,2023-10-17
371,29,2021-12-12,NULL
9,4,2021-07-07,NULL
170,47,2021-04-06,2022-03-15
406,28,2021-02-19,2023-10-13
30,83,2021-01-02,2023-08-15
495,77,2021-11-02,2022-08-01
181,11,2021-03-15,2022-01-27
105,64,2021-05-14,2022-05-06
472,62,2021-05-30,NULL
160,32,2021-12-02,2023-01-18
153,77,2021-08-02,2023-10-16
43,26,2021-11-09,2022-12-16
355,50,2021-02-22,NULL
116,27,2021-03-22,2023-03-07
276,15,2021-08-08,2023-09-02
52,34,2021-06-23,2023-08-26
344,60,2021-03-02,NULL
195,96,2021-03-27,2023-01-15
376,51,2021-01-29,2022-12-25
27,97,2021-07-07,2023-05-07
29,12,2021-02-03,2022-03-20
324,68,2021-04-05,2023-09-28
64,46,2021-07-07,2022-05-23
66,87,2021-05-21,2023-09-16
49,62,2021-08-24,NULL
4,56,2021-08-19,2022-05-13
236,3,2021-08-31,2023-07-21
289,77,2021-12-04,2022-03-10
90,42,2021-05-19,NULL
294,85,2021-02-04,2022-09-23
416,29,2021-08-01,2022-01-15
350,54,2021-04-16,NULL
23,81,2021-09-27,2023-05-08
74,49,2021-03-26,2022-07-19
334,62,2021-09-17,NULL
483,97,2021-07-06,2022-12-06
39,11,2021-07-07,2022-08-17
465,80,2021-01-17,2022-08-18
154,77,2021-12-18,2023-03-08
255,92,2021-03-26,NULL
6,28,2021-10-18,2022-12-07
393,2,2021-07-17,2022-07-13
323,45,2021-03-07,NULL
214,6,2021-10-27,NULL
96,78,2021-10-16,2023-07-07
408,3,2021-01-08,2022-05-11
472,75,2021-12-05,2022-12-04
341,92,2021-09-02,2022-05-15
146,95,2021-04-28,NULL
184,5,2021-03-30,NULL
431,86,2021-10-02,2022-05-16
71,54,2021-02-25,2022-10-06
183,39,2021-08-08,2022-06-03
165,31,2021-09-16,NULL
291,53,2021-02-25,2022-09-26
129,70,2021-06-12,NULL
241,89,2021-05-28,NULL
357,76,2021-04-26,2022-12-11
79,72,2021-12-16,2023-09-02
288,10,2021-04-03,2022-01-09
319,59,2021-10-02,2022-08-02
243,50,2021-04-03,2022-09-25
376,9,2021-10-04,NULL
59,63,2021-01-20,2022-03-21
5,15,2021-11-02,2022-11-26
281,46,2021-09-27,2022-01-22
310,5,2021-02-23,NULL
348,89,2021-03-15,2022-08-09
267,27,2021-02-08,2022-01-26
141,10,2021-09-21,2023-07-02
142,83,2021-04-16,2023-10-19
417,84,2021-11-29,2023-03-15
379,6,2021-02-19,2022-10-02
216,33,2021-08-18,2023-04-24
193,8,2021-04-27,2023-07-25
317,61,2021-06-24,2023-01-10
104,99,2021-12-13,2023-10-04
88,84,2021-05-05,2022-08-03
229,99,2021-08-03,NULL
360,99,2021-01-23,2022-03-11
171,15,2021-04-06,NULL
223,74,2021-05-24,2023-01-14
170,63,2021-02-26,NULL
221,26,2021-06-15,2023-05-09
122,30,2021-12-02,NULL
55,30,2021-06-05,2023-08-29
94,89,2021-08-28,2023-10-02
106,7,2021-01-17,2022-10-04
65,45,2021-12-09,2023-08-24
418,28,2021-12-13,2023-09-28
401,83,2021-04-04,NULL
48,18,2021-02-05,2022-04-16
314,83,2021-12-17,NULL
29,88,2021-03-14,2022-06-28
322,9,2021-03-08,2022-02-11
299,22,2021-05-23,NULL
286,79,2021-06-20,2022-09-24
406,36,2021-03-05,2023-03-04
272,87,2021-05-11,2022-03-02
47,49,2021-05-24,2022-12-19
292,78,2021-09-02,2022-12-30
77,27,2021-07-30,2023-04-23
448,44,2021-06-04,2022-12-11
247,39,2021-06-02,2022-04-29
272,9,2021-09-18,2022-08-13
307,91,2021-05-19,2022-12-22
86,7,2021-06-24,NULL
172,68,2021-10-24,NULL
115,34,2021-03-18,2023-05-30
401,8,2021-01-10,2022-10-13
241,50,2021-03-25,2023-04-06
84,80,2021-02-28,2022-01-17
323,46,2021-07-19,2022-02-05
266,44,2021-10-09,2022-12-26
250,35,2021-09-11,2022-09-22
285,79,2021-03-20,2022-07-22
282,70,2021-04-28,2023-10-04
356,71,2021-06-06,2022-03-21
407,55,2021-09-03,2023-07-25
104,46,2021-10-20,2022-08-25
211,27,2021-03-21,NULL
28,55,2021-08-02,2022-04-29
143,20,2021-12-01,2022-12-13
318,80,2021-04-10,2023-01-13
410,68,2021-08-15,2023-05-12
359,44,2021-10-13,NULL
215,14,2021-10-26,NULL
66,68,2021-08-24,2022-10-05
62,6,2021-05-11,NULL
349,20,2021-05-06,2023-06-18
468,80,2021-03-04,2023-03-10
274,23,2021-04-18,2022-12-24
246,41,2021-02-12,2022-10-20
131,93,2021-06-13,NULL
158,89,2021-12-09,2023-07-06
4,72,2021-03-11,2023-10-08
337,2,2021-03-30,2022-10-20
71,85,2021-12-14,2023-10-09
482,28,2021-02-08,2022-12-08
410,87,2021-04-23,2022-06-13
75,78,2021-08-14,2022-05-12
216,32,2021-04-26,2022-08-09
307,6,2021-07-04,2022-11-26
475,89,2021-07-25,2023-02-26
351,21,2021-02-09,NULL
126,89,2021-05-30,2023-03-27
438,45,2021-10-23,NULL
494,25,2021-09-19,2022-07-20
97,57,2021-05-31,2023-02-12
181,73,2021-02-23,NULL
4,33,2021-11-24,2023-04-02
33,22,2021-07-27,NULL
326,47,2021-10-19,2022-11-10
265,2,2021-11-06,NULL
124,57,2021-07-06,2022-04-13
113,44,2021-09-01,2022-08-19
301,10,2021-06-05,NULL
225,87,2021-07-07,2022-05-09
27,25,2021-01-01,2022-11-25
242,98,2021-05-11,2022-04-28
350,46,2021-10-04,2023-03-03
482,22,2021-07-22,2023-01-15
480,5,2021-03-05,2022-03-27
203,96,2021-09-15,NULL
93,43,2021-09-10,2023-09-03
